area,price/sqm,condition,status,district,type
310.0,9.67741935483871,renovated,new building,Chugureti,commercial
350.0,8.571428571428571,newly renovated,new building,Chugureti,commercial
800.0,3.75,newly renovated,new building,Chugureti,office
270.0,11.11111111111111,newly renovated,new building,Chugureti,commercial
350.0,8.571428571428571,newly renovated,new building,Chugureti,commercial
390.0,15.384615384615385,renovated,old building,Chugureti,office
380.0,7.368421052631579,newly renovated,new building,Chugureti,office
650.0,4.0,newly renovated,new building,Chugureti,commercial
330.0,7.878787878787879,newly renovated,old building,Chugureti,commercial
116.0,21.982758620689655,newly renovated,new building,Chugureti,office
119.0,21.008403361344538,newly renovated,new building,Chugureti,commercial
380.0,6.578947368421052,newly renovated,new building,Chugureti,office
160.0,15.625,newly renovated,new building,Chugureti,commercial
105.0,23.80952380952381,newly renovated,new building,Chugureti,commercial
105.0,23.80952380952381,newly renovated,old building,Chugureti,commercial
120.0,20.833333333333332,newly renovated,new building,Chugureti,commercial
100.0,25.0,needs renovation,old building,Chugureti,commercial
117.0,21.367521367521366,newly renovated,new building,Chugureti,commercial
149.0,16.778523489932887,white frame,old building,Chugureti,commercial
180.0,13.88888888888889,newly renovated,old building,Chugureti,commercial
155.0,15.483870967741936,newly renovated,new building,Chugureti,office
320.0,7.1875,newly renovated,new building,Chugureti,commercial
330.0,6.818181818181818,newly renovated,old building,Chugureti,commercial
315.0,6.984126984126984,newly renovated,old building,Chugureti,office
330.0,6.0606060606060606,newly renovated,new building,Chugureti,commercial
250.0,8.0,newly renovated,old building,Chugureti,office
126.0,15.873015873015873,newly renovated,new building,Chugureti,commercial
155.0,12.903225806451612,newly renovated,new building,Chugureti,office
387.0,5.167958656330749,newly renovated,new building,Chugureti,commercial
380.0,5.2631578947368425,newly renovated,new building,Chugureti,commercial
400.0,5.0,renovated,old building,Chugureti,commercial
150.0,13.333333333333334,newly renovated,new building,Chugureti,commercial
180.0,11.11111111111111,newly renovated,old building,Chugureti,office
200.0,9.0,newly renovated,new building,Chugureti,commercial
141.0,12.056737588652481,newly renovated,new building,Chugureti,office
250.0,6.8,newly renovated,new building,Chugureti,office
141.0,12.056737588652481,newly renovated,new building,Chugureti,office
260.0,6.153846153846154,newly renovated,new building,Chugureti,commercial
141.0,11.347517730496454,newly renovated,new building,Chugureti,office
300.0,5.333333333333333,newly renovated,new building,Chugureti,office
300.0,5.333333333333333,renovated,old building,Chugureti,office
145.0,11.03448275862069,newly renovated,new building,Chugureti,commercial
180.0,8.333333333333334,newly renovated,new building,Chugureti,office
150.0,10.0,newly renovated,old building,Chugureti,office
180.0,8.333333333333334,newly renovated,new building,Chugureti,commercial
145.0,10.344827586206897,newly renovated,new building,Chugureti,office
145.0,10.344827586206897,newly renovated,new building,Chugureti,commercial
155.0,8.387096774193548,newly renovated,new building,Chugureti,office
100.0,12.0,newly renovated,new building,Chugureti,office
110.0,10.909090909090908,newly renovated,old building,Chugureti,office
226.0,13.274336283185841,newly renovated,old building,Chugureti,commercial
700.0,5.714285714285714,newly renovated,new building,Chugureti,commercial
155.0,9.67741935483871,renovated,old building,Chugureti,office
160.0,6.25,newly renovated,new building,Chugureti,commercial
100.0,16.5,newly renovated,new building,Chugureti,commercial
500.0,7.0,newly renovated,new building,Chugureti,commercial
100.0,10.0,renovated,new building,Chugureti,warehouse
100.0,10.0,newly renovated,new building,Chugureti,office
1500.0,7.0,newly renovated,old building,Chugureti,office
235.0,6.808510638297872,newly renovated,old building,Chugureti,commercial
230.0,13.043478260869565,renovated,new building,Chugureti,commercial
627.0,9.569377990430622,renovated,new building,Chugureti,office
100.0,15.0,renovated,new building,Chugureti,office
100.0,13.0,old renovated,new building,Chugureti,office
100.0,5.0,renovated,old building,Chugureti,commercial
750.0,12.373333333333333,newly renovated,new building,Chugureti,commercial
180.0,6.166666666666667,old renovated,new building,Chugureti,warehouse
150.0,6.666666666666667,newly renovated,new building,Chugureti,office
230.0,8.695652173913043,newly renovated,new building,Chugureti,office
627.0,9.569377990430622,newly renovated,new building,Chugureti,commercial
102.0,7.8431372549019605,newly renovated,new building,Chugureti,commercial
300.0,8.333333333333334,newly renovated,new building,Chugureti,office
225.0,13.333333333333334,newly renovated,new building,Chugureti,office
160.0,7.5,renovated,new building,Chugureti,office
100.0,25.0,newly renovated,new building,Chugureti,commercial
110.0,13.636363636363637,under renovation,new building,Chugureti,office
244.0,13.114754098360656,newly renovated,old building,Chugureti,office
450.0,6.177777777777778,newly renovated,new building,Chugureti,commercial
2665.0,9.981238273921202,renovated,old building,Chugureti,commercial
150.0,4.946666666666666,green frame,old building,Didi Dighomi,commercial
126.0,15.873015873015873,white frame,new building,Didi Dighomi,commercial
222.72,11.988146551724139,needs renovation,old building,Didi Dighomi,commercial
1200.0,12.416666666666666,renovated,new building,Didi Dighomi,office
155.0,9.67741935483871,renovated,old building,Didi Dighomi,commercial
450.0,20.0,newly renovated,new building,Didi Dighomi,office
160.0,9.375,newly renovated,new building,Didi Dighomi,office
440.0,6.0,renovated,new building,Didi Dighomi,warehouse
440.0,5.0,renovated,new building,Didi Dighomi,warehouse
120.0,12.5,under renovation,old building,Didi Dighomi,commercial
3260.0,15.337423312883436,under renovation,new building,Didi Dighomi,commercial
3300.0,9.090909090909092,newly renovated,new building,Didi Dighomi,commercial
1300.0,5.769230769230769,green frame,old building,Didi Dighomi,warehouse
155.0,9.67741935483871,newly renovated,new building,Didi Dighomi,commercial
440.0,4.545454545454546,newly renovated,new building,Didi Dighomi,warehouse
120.0,12.5,under renovation,new building,Didi Dighomi,commercial
450.0,20.0,newly renovated,new building,Didi Dighomi,office
1500.0,20.0,newly renovated,new building,Didi Dighomi,commercial
3300.0,9.090909090909092,newly renovated,new building,Didi Dighomi,commercial
300.0,5.0,renovated,new building,Didi Dighomi,warehouse
300.0,5.0,renovated,new building,Didi Dighomi,commercial
200.0,11.1,renovated,new building,Didi Dighomi,office
440.0,5.0,newly renovated,new building,Didi Dighomi,warehouse
1200.0,12.416666666666666,renovated,new building,Didi Dighomi,commercial
610.0,6.557377049180328,newly renovated,new building,Didi Dighomi,office
110.0,6.745454545454545,newly renovated,new building,Didi Dighomi,commercial
117.0,16.23931623931624,green frame,new building,Didi Dighomi,commercial
500.0,4.2,under renovation,new building,Didi Dighomi,warehouse
132.0,11.742424242424242,newly renovated,new building,Didi Dighomi,commercial
1800.0,11.11111111111111,renovated,new building,Didi Dighomi,warehouse
1800.0,11.11111111111111,newly renovated,new building,Didi Dighomi,commercial
132.0,11.969696969696969,newly renovated,new building,Didi Dighomi,commercial
3300.0,8.484848484848484,newly renovated,new building,Didi Dighomi,office
112.0,7.946428571428571,newly renovated,new building,Didi Dighomi,commercial
600.0,9.333333333333334,newly renovated,new building,Didi Dighomi,office
250.0,9.96,newly renovated,new building,Didi Dighomi,commercial
250.0,10.0,newly renovated,new building,Didi Dighomi,commercial
150.0,7.4,newly renovated,new building,Didi Dighomi,office
250.0,7.96,newly renovated,new building,Didi Dighomi,commercial
3300.0,7.2727272727272725,newly renovated,new building,Didi Dighomi,commercial
280.0,9.464285714285714,newly renovated,new building,Didi Dighomi,office
1860.0,11.827956989247312,newly renovated,new building,Didi Dighomi,commercial
280.0,9.642857142857142,newly renovated,new building,Didi Dighomi,warehouse
100.0,19.8,newly renovated,new building,Didi Dighomi,commercial
250.0,7.96,newly renovated,new building,Didi Dighomi,commercial
100.0,14.0,under renovation,under construction,Didi Dighomi,commercial
250.0,8.0,newly renovated,new building,Didi Dighomi,commercial
490.0,12.040816326530612,white frame,under construction,Didi Dighomi,office
450.0,16.666666666666668,newly renovated,new building,Didi Dighomi,office
100.0,13.5,newly renovated,new building,Didi Dighomi,commercial
115.0,9.565217391304348,newly renovated,new building,Didi Dighomi,commercial
600.0,9.833333333333334,newly renovated,new building,Didi Dighomi,office
600.0,9.333333333333334,newly renovated,new building,Didi Dighomi,office
1800.0,11.11111111111111,newly renovated,new building,Didi Dighomi,commercial
940.0,2.9680851063829787,old renovated,old building,Didi Dighomi,commercial
260.0,7.6923076923076925,newly renovated,new building,Didi Dighomi,warehouse
2000.0,10.0,newly renovated,new building,Didi Dighomi,warehouse
120.0,8.333333333333334,renovated,new building,Didi Dighomi,commercial
450.0,6.0,newly renovated,new building,Didi Dighomi,office
132.0,11.969696969696969,renovated,new building,Didi Dighomi,commercial
700.0,17.0,newly renovated,new building,Didi Dighomi,commercial
440.0,5.0,renovated,new building,Didi Dighomi,commercial
440.0,5.0,renovated,new building,Didi Dighomi,commercial
500.0,2.0,renovated,new building,Didi Dighomi,warehouse
130.0,11.538461538461538,under renovation,new building,Didi Dighomi,commercial
200.0,3.71,old renovated,old building,Didi Dighomi,warehouse
150.0,10.0,newly renovated,new building,Didi Dighomi,commercial
1240.0,16.129032258064516,white frame,new building,Didi Dighomi,commercial
250.0,6.68,newly renovated,new building,Didi Dighomi,commercial
155.0,9.67741935483871,newly renovated,new building,Didi Dighomi,commercial
1200.0,10.0,newly renovated,new building,Didi Dighomi,office
288.0,7.291666666666667,newly renovated,old building,Didi Dighomi,office
450.0,13.333333333333334,newly renovated,new building,Didi Dighomi,commercial
130.0,13.846153846153847,newly renovated,new building,Didi Dighomi,commercial
600.0,10.0,newly renovated,new building,Didi Dighomi,warehouse
1850.0,10.81081081081081,renovated,new building,Didi Dighomi,office
250.0,8.0,newly renovated,new building,Didi Dighomi,commercial
155.0,9.67741935483871,newly renovated,new building,Didi Dighomi,commercial
1700.0,12.0,newly renovated,new building,Didi Dighomi,warehouse
111.6,8.064516129032258,newly renovated,new building,Didi Dighomi,commercial
132.0,11.969696969696969,newly renovated,new building,Didi Dighomi,commercial
1850.0,10.27027027027027,renovated,new building,Didi Dighomi,commercial
250.0,10.0,newly renovated,new building,Didi Dighomi,commercial
120.0,9.166666666666666,newly renovated,new building,Didi Dighomi,commercial
130.0,12.307692307692308,newly renovated,new building,Didi Dighomi,commercial
600.0,13.333333333333334,newly renovated,new building,Didi Dighomi,office
223.0,12.01793721973094,needs renovation,new building,Didi Dighomi,warehouse
